user_id,cluster,cluster_name,churn,pv_count,cart_count,fav_count,buy_count,active_days,cat_breadth,recency
1007171,2,活跃潜力用户,0,273.0,19.0,0.0,3.0,6.0,76.0,0.0
1007181,0,高价值忠诚用户,0,69.0,11.0,1.0,6.0,6.0,27.0,0.0
100719,1,早期沉睡用户,1,37.0,8.0,0.0,1.0,2.0,16.0,4.0
1007190,2,活跃潜力用户,0,37.0,34.0,9.0,3.0,6.0,39.0,0.0
1007192,2,活跃潜力用户,0,30.0,0.0,0.0,1.0,4.0,14.0,0.0
1007200,1,早期沉睡用户,1,184.0,9.0,0.0,1.0,6.0,22.0,0.0
1007201,2,活跃潜力用户,0,51.0,1.0,0.0,1.0,4.0,12.0,0.0
1007202,2,活跃潜力用户,0,101.0,8.0,0.0,0.0,5.0,22.0,0.0
1007217,1,早期沉睡用户,1,90.0,0.0,0.0,1.0,6.0,44.0,0.0
1007221,1,早期沉睡用户,1,57.0,7.0,0.0,1.0,6.0,26.0,0.0
1007222,2,活跃潜力用户,0,2.0,1.0,0.0,0.0,2.0,3.0,3.0
1007225,2,活跃潜力用户,0,15.0,0.0,0.0,1.0,3.0,15.0,1.0
1007231,1,早期沉睡用户,1,102.0,25.0,8.0,6.0,6.0,18.0,0.0
1007246,2,活跃潜力用户,0,25.0,0.0,0.0,0.0,3.0,11.0,0.0
1007248,2,活跃潜力用户,0,83.0,3.0,0.0,3.0,6.0,18.0,0.0
1007250,2,活跃潜力用户,0,16.0,0.0,3.0,0.0,3.0,7.0,0.0
1007253,2,活跃潜力用户,0,20.0,0.0,0.0,2.0,5.0,14.0,0.0
1007255,0,高价值忠诚用户,0,69.0,5.0,0.0,4.0,6.0,34.0,0.0
1007260,1,早期沉睡用户,1,36.0,3.0,0.0,1.0,5.0,8.0,1.0
1007274,2,活跃潜力用户,0,49.0,1.0,6.0,0.0,6.0,21.0,0.0
1007275,2,活跃潜力用户,0,24.0,1.0,0.0,0.0,3.0,8.0,0.0
1007280,1,早期沉睡用户,1,26.0,0.0,1.0,1.0,5.0,16.0,0.0
1007294,2,活跃潜力用户,0,67.0,10.0,3.0,3.0,5.0,24.0,0.0
1007313,2,活跃潜力用户,0,64.0,4.0,0.0,0.0,5.0,15.0,0.0
1007314,1,早期沉睡用户,1,31.0,1.0,0.0,1.0,3.0,13.0,2.0
1007317,2,活跃潜力用户,1,244.0,6.0,0.0,2.0,6.0,33.0,0.0
1007319,0,高价值忠诚用户,0,117.0,7.0,0.0,2.0,6.0,27.0,0.0
1007323,2,活跃潜力用户,1,67.0,3.0,0.0,1.0,5.0,22.0,0.0
1007334,1,早期沉睡用户,1,41.0,4.0,0.0,1.0,4.0,4.0,0.0
1007335,0,高价值忠诚用户,0,325.0,3.0,0.0,2.0,6.0,43.0,0.0
1007339,2,活跃潜力用户,0,12.0,3.0,0.0,1.0,4.0,6.0,1.0
100734,2,活跃潜力用户,0,45.0,2.0,2.0,0.0,4.0,14.0,0.0
1007349,2,活跃潜力用户,0,29.0,0.0,0.0,2.0,5.0,13.0,0.0
1007353,1,早期沉睡用户,1,35.0,3.0,0.0,2.0,6.0,24.0,0.0
1007356,2,活跃潜力用户,0,32.0,0.0,0.0,2.0,4.0,16.0,0.0
1007371,2,活跃潜力用户,1,3.0,0.0,0.0,1.0,3.0,3.0,0.0
1007387,0,高价值忠诚用户,0,90.0,2.0,5.0,5.0,6.0,38.0,0.0
1007388,1,早期沉睡用户,1,43.0,11.0,1.0,2.0,4.0,16.0,0.0
1007391,2,活跃潜力用户,0,153.0,24.0,0.0,2.0,6.0,57.0,0.0
1007393,2,活跃潜力用户,0,5.0,0.0,0.0,0.0,2.0,4.0,1.0
1007396,1,早期沉睡用户,1,215.0,12.0,0.0,2.0,6.0,59.0,0.0
100740,2,活跃潜力用户,0,4.0,0.0,0.0,1.0,2.0,4.0,2.0
1007401,2,活跃潜力用户,0,2.0,0.0,2.0,0.0,4.0,4.0,0.0
1007402,2,活跃潜力用户,1,131.0,2.0,5.0,3.0,5.0,43.0,0.0
1007441,2,活跃潜力用户,0,104.0,8.0,0.0,0.0,6.0,17.0,0.0
1007445,2,活跃潜力用户,0,61.0,2.0,0.0,0.0,6.0,24.0,0.0
1007452,2,活跃潜力用户,0,75.0,4.0,7.0,1.0,6.0,30.0,0.0
1007453,0,高价值忠诚用户,0,32.0,3.0,0.0,1.0,5.0,6.0,0.0
1007476,2,活跃潜力用户,0,146.0,4.0,0.0,0.0,6.0,43.0,0.0
1007479,2,活跃潜力用户,0,61.0,0.0,0.0,1.0,6.0,35.0,0.0
1007484,2,活跃潜力用户,0,52.0,0.0,2.0,2.0,3.0,11.0,2.0
1007486,2,活跃潜力用户,1,24.0,2.0,0.0,1.0,3.0,8.0,0.0
1007495,1,早期沉睡用户,1,196.0,6.0,0.0,1.0,6.0,29.0,0.0
10075,1,早期沉睡用户,1,21.0,6.0,4.0,2.0,6.0,12.0,0.0
1007501,0,高价值忠诚用户,0,74.0,7.0,0.0,3.0,6.0,37.0,0.0
1007503,2,活跃潜力用户,0,30.0,1.0,0.0,0.0,2.0,10.0,3.0
1007506,2,活跃潜力用户,0,62.0,0.0,0.0,0.0,3.0,12.0,0.0
1007511,2,活跃潜力用户,1,12.0,1.0,0.0,2.0,4.0,6.0,0.0
1007513,1,早期沉睡用户,1,99.0,0.0,0.0,3.0,5.0,24.0,0.0
1007539,1,早期沉睡用户,1,29.0,11.0,0.0,2.0,5.0,17.0,0.0
1007550,2,活跃潜力用户,0,134.0,0.0,0.0,0.0,6.0,35.0,0.0
100757,2,活跃潜力用户,0,40.0,17.0,0.0,1.0,4.0,15.0,1.0
1007573,2,活跃潜力用户,0,24.0,0.0,0.0,0.0,3.0,7.0,0.0
1007579,2,活跃潜力用户,0,20.0,2.0,0.0,4.0,3.0,7.0,2.0
1007583,2,活跃潜力用户,0,13.0,3.0,0.0,0.0,2.0,9.0,0.0
1007595,1,早期沉睡用户,1,63.0,1.0,0.0,5.0,5.0,29.0,0.0
1007596,2,活跃潜力用户,1,116.0,9.0,0.0,3.0,5.0,35.0,0.0
1007597,2,活跃潜力用户,0,69.0,0.0,1.0,1.0,6.0,33.0,0.0
100760,1,早期沉睡用户,1,76.0,0.0,3.0,3.0,6.0,28.0,0.0
1007601,2,活跃潜力用户,0,68.0,4.0,0.0,3.0,5.0,18.0,0.0
1007609,2,活跃潜力用户,0,61.0,0.0,0.0,0.0,6.0,25.0,0.0
1007617,1,早期沉睡用户,1,46.0,5.0,0.0,1.0,5.0,11.0,0.0
100762,2,活跃潜力用户,0,166.0,15.0,0.0,0.0,6.0,35.0,0.0
1007624,2,活跃潜力用户,0,4.0,0.0,0.0,0.0,2.0,3.0,0.0
1007629,2,活跃潜力用户,0,149.0,15.0,0.0,2.0,6.0,15.0,0.0
1007635,1,早期沉睡用户,1,18.0,3.0,1.0,1.0,3.0,7.0,0.0
1007642,1,早期沉睡用户,1,158.0,6.0,1.0,1.0,6.0,31.0,0.0
1007644,1,早期沉睡用户,1,57.0,0.0,0.0,1.0,4.0,8.0,0.0
1007659,1,早期沉睡用户,1,49.0,3.0,0.0,1.0,6.0,17.0,0.0
1007665,2,活跃潜力用户,0,58.0,2.0,0.0,0.0,3.0,6.0,1.0
1007670,0,高价值忠诚用户,0,95.0,1.0,0.0,14.0,5.0,30.0,0.0
1007671,2,活跃潜力用户,0,4.0,1.0,0.0,0.0,3.0,4.0,2.0
1007680,1,早期沉睡用户,1,33.0,0.0,0.0,1.0,6.0,9.0,0.0
1007688,2,活跃潜力用户,1,46.0,0.0,2.0,2.0,6.0,31.0,0.0
1007691,2,活跃潜力用户,0,23.0,0.0,0.0,0.0,4.0,8.0,0.0
1007699,2,活跃潜力用户,0,94.0,2.0,0.0,0.0,6.0,21.0,0.0
1007704,2,活跃潜力用户,0,82.0,5.0,0.0,2.0,3.0,6.0,0.0
1007712,1,早期沉睡用户,1,20.0,3.0,0.0,1.0,3.0,10.0,1.0
100772,2,活跃潜力用户,0,29.0,7.0,2.0,0.0,3.0,17.0,3.0
1007724,2,活跃潜力用户,0,15.0,0.0,0.0,0.0,3.0,9.0,0.0
1007739,2,活跃潜力用户,0,12.0,0.0,0.0,0.0,3.0,9.0,1.0
1007747,0,高价值忠诚用户,0,19.0,3.0,2.0,4.0,6.0,11.0,0.0
1007753,2,活跃潜力用户,0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
1007755,0,高价值忠诚用户,0,121.0,0.0,7.0,2.0,6.0,31.0,0.0
1007770,2,活跃潜力用户,1,129.0,5.0,3.0,3.0,6.0,44.0,0.0
1007778,2,活跃潜力用户,0,20.0,0.0,0.0,1.0,3.0,2.0,0.0
1007779,2,活跃潜力用户,0,25.0,4.0,0.0,0.0,6.0,14.0,0.0
1007782,2,活跃潜力用户,0,16.0,0.0,0.0,1.0,3.0,5.0,2.0
1007786,0,高价值忠诚用户,0,143.0,2.0,15.0,9.0,5.0,27.0,0.0
1007791,2,活跃潜力用户,1,37.0,6.0,0.0,2.0,6.0,21.0,0.0
10078,2,活跃潜力用户,0,6.0,0.0,0.0,0.0,2.0,3.0,3.0
1007802,2,活跃潜力用户,0,38.0,4.0,0.0,2.0,3.0,13.0,0.0
1007808,1,早期沉睡用户,1,23.0,5.0,0.0,1.0,5.0,10.0,0.0
100781,1,早期沉睡用户,1,104.0,2.0,0.0,1.0,3.0,14.0,3.0
1007819,1,早期沉睡用户,1,127.0,3.0,6.0,1.0,6.0,20.0,0.0
1007833,1,早期沉睡用户,1,4.0,2.0,0.0,1.0,4.0,5.0,0.0
1007839,2,活跃潜力用户,0,82.0,29.0,3.0,3.0,6.0,47.0,0.0
1007843,2,活跃潜力用户,0,34.0,0.0,0.0,0.0,5.0,12.0,0.0
1007848,0,高价值忠诚用户,0,109.0,6.0,0.0,3.0,6.0,32.0,0.0
1007851,1,早期沉睡用户,1,41.0,1.0,2.0,2.0,5.0,15.0,0.0
1007857,2,活跃潜力用户,0,16.0,0.0,0.0,2.0,4.0,6.0,0.0
1007860,2,活跃潜力用户,0,11.0,0.0,0.0,0.0,5.0,10.0,0.0
1007870,2,活跃潜力用户,1,20.0,3.0,0.0,4.0,6.0,13.0,0.0
1007879,2,活跃潜力用户,0,9.0,2.0,0.0,1.0,2.0,3.0,0.0
1007884,2,活跃潜力用户,1,159.0,9.0,0.0,2.0,6.0,23.0,0.0
1007890,2,活跃潜力用户,0,7.0,6.0,0.0,0.0,4.0,9.0,0.0
1007894,2,活跃潜力用户,1,26.0,2.0,0.0,1.0,4.0,4.0,0.0
1007906,2,活跃潜力用户,0,10.0,0.0,0.0,1.0,4.0,10.0,0.0
1007907,2,活跃潜力用户,0,15.0,3.0,1.0,0.0,4.0,7.0,1.0
1007912,0,高价值忠诚用户,0,175.0,2.0,12.0,13.0,6.0,55.0,0.0
1007919,0,高价值忠诚用户,0,30.0,11.0,0.0,0.0,4.0,9.0,0.0
1007925,0,高价值忠诚用户,0,289.0,6.0,0.0,4.0,6.0,42.0,0.0
1007928,2,活跃潜力用户,0,0.0,1.0,0.0,0.0,1.0,1.0,5.0
1007934,2,活跃潜力用户,0,41.0,1.0,1.0,2.0,4.0,15.0,0.0
100794,2,活跃潜力用户,0,248.0,10.0,0.0,1.0,6.0,50.0,0.0
1007944,1,早期沉睡用户,1,65.0,1.0,0.0,2.0,6.0,19.0,0.0
1007952,0,高价值忠诚用户,0,66.0,1.0,2.0,7.0,4.0,21.0,1.0
1007957,2,活跃潜力用户,0,20.0,3.0,0.0,0.0,4.0,9.0,0.0
1007963,1,早期沉睡用户,1,94.0,1.0,6.0,3.0,5.0,20.0,0.0
1007965,1,早期沉睡用户,1,255.0,8.0,2.0,3.0,6.0,29.0,0.0
100797,0,高价值忠诚用户,0,59.0,0.0,2.0,0.0,6.0,13.0,0.0
1007976,2,活跃潜力用户,0,22.0,0.0,0.0,2.0,6.0,11.0,0.0
1007983,2,活跃潜力用户,0,30.0,2.0,0.0,1.0,6.0,9.0,0.0
1007993,2,活跃潜力用户,0,6.0,0.0,3.0,0.0,4.0,6.0,1.0
100800,2,活跃潜力用户,0,2.0,0.0,0.0,0.0,2.0,2.0,3.0
1008003,2,活跃潜力用户,0,12.0,1.0,0.0,2.0,3.0,6.0,1.0
1008008,2,活跃潜力用户,0,13.0,0.0,2.0,0.0,4.0,9.0,0.0
1008010,1,早期沉睡用户,1,4.0,0.0,0.0,1.0,2.0,2.0,2.0
100803,2,活跃潜力用户,0,73.0,0.0,1.0,2.0,5.0,25.0,0.0
1008037,1,早期沉睡用户,1,22.0,0.0,0.0,1.0,6.0,8.0,0.0
1008042,2,活跃潜力用户,0,32.0,0.0,0.0,0.0,4.0,12.0,0.0
1008044,1,早期沉睡用户,1,47.0,2.0,0.0,1.0,5.0,8.0,0.0
1008055,1,早期沉睡用户,1,65.0,0.0,3.0,1.0,6.0,19.0,0.0
1008062,0,高价值忠诚用户,0,58.0,1.0,0.0,4.0,4.0,30.0,0.0
1008065,2,活跃潜力用户,0,18.0,17.0,0.0,3.0,5.0,14.0,1.0
1008078,2,活跃潜力用户,1,55.0,0.0,0.0,1.0,6.0,21.0,0.0
1008082,2,活跃潜力用户,0,46.0,5.0,0.0,3.0,6.0,25.0,0.0
1008085,0,高价值忠诚用户,1,165.0,3.0,2.0,10.0,5.0,26.0,0.0
1008097,1,早期沉睡用户,1,9.0,0.0,0.0,3.0,5.0,8.0,0.0
1008100,2,活跃潜力用户,0,11.0,0.0,1.0,0.0,4.0,5.0,0.0
1008102,2,活跃潜力用户,0,2.0,0.0,0.0,0.0,1.0,2.0,1.0
1008106,2,活跃潜力用户,0,19.0,1.0,0.0,2.0,4.0,6.0,0.0
1008107,2,活跃潜力用户,0,7.0,0.0,0.0,0.0,3.0,2.0,1.0
100812,0,高价值忠诚用户,0,13.0,1.0,0.0,4.0,5.0,11.0,0.0
1008120,2,活跃潜力用户,0,44.0,9.0,0.0,0.0,5.0,16.0,0.0
1008131,2,活跃潜力用户,0,77.0,0.0,14.0,1.0,6.0,37.0,0.0
1008137,0,高价值忠诚用户,0,70.0,9.0,0.0,4.0,6.0,17.0,0.0
100814,2,活跃潜力用户,0,240.0,13.0,0.0,1.0,6.0,61.0,0.0
1008148,2,活跃潜力用户,0,21.0,1.0,1.0,0.0,2.0,2.0,1.0
100815,1,早期沉睡用户,1,37.0,3.0,0.0,1.0,6.0,19.0,0.0
1008151,2,活跃潜力用户,0,2.0,1.0,0.0,0.0,1.0,3.0,3.0
1008152,2,活跃潜力用户,1,64.0,3.0,2.0,2.0,6.0,23.0,0.0
100816,1,早期沉睡用户,1,10.0,1.0,0.0,1.0,4.0,6.0,0.0
1008162,2,活跃潜力用户,0,63.0,9.0,0.0,1.0,6.0,29.0,0.0
1008174,0,高价值忠诚用户,0,191.0,13.0,0.0,5.0,6.0,35.0,0.0
1008183,1,早期沉睡用户,1,50.0,0.0,0.0,4.0,6.0,36.0,0.0
1008184,2,活跃潜力用户,0,30.0,0.0,2.0,1.0,6.0,16.0,0.0
1008187,2,活跃潜力用户,0,52.0,0.0,0.0,1.0,5.0,20.0,1.0
100821,2,活跃潜力用户,0,42.0,4.0,3.0,0.0,5.0,19.0,1.0
1008212,2,活跃潜力用户,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1008215,2,活跃潜力用户,0,58.0,6.0,0.0,1.0,6.0,22.0,0.0
1008217,1,早期沉睡用户,1,27.0,7.0,0.0,2.0,5.0,15.0,0.0
100822,2,活跃潜力用户,0,15.0,0.0,0.0,1.0,4.0,10.0,0.0
1008221,0,高价值忠诚用户,0,141.0,5.0,11.0,5.0,6.0,40.0,0.0
1008230,0,高价值忠诚用户,0,115.0,23.0,0.0,10.0,6.0,30.0,0.0
1008231,1,早期沉睡用户,1,8.0,0.0,0.0,1.0,2.0,5.0,2.0
1008241,2,活跃潜力用户,1,40.0,4.0,0.0,3.0,5.0,23.0,0.0
1008245,0,高价值忠诚用户,0,19.0,5.0,7.0,4.0,5.0,18.0,0.0
1008253,2,活跃潜力用户,0,13.0,3.0,0.0,0.0,4.0,12.0,1.0
1008255,1,早期沉睡用户,1,107.0,6.0,0.0,1.0,6.0,23.0,0.0
1008257,2,活跃潜力用户,0,10.0,3.0,0.0,0.0,3.0,7.0,2.0
1008258,1,早期沉睡用户,1,32.0,3.0,0.0,1.0,6.0,23.0,0.0
1008275,0,高价值忠诚用户,0,90.0,2.0,3.0,17.0,6.0,54.0,0.0
1008287,2,活跃潜力用户,0,17.0,0.0,0.0,0.0,4.0,5.0,0.0
1008289,0,高价值忠诚用户,0,67.0,0.0,9.0,1.0,4.0,10.0,0.0
1008295,1,早期沉睡用户,1,283.0,0.0,94.0,4.0,5.0,94.0,0.0
1008302,2,活跃潜力用户,0,24.0,0.0,1.0,0.0,4.0,4.0,0.0
1008323,2,活跃潜力用户,0,2.0,0.0,0.0,0.0,2.0,2.0,1.0
1008333,2,活跃潜力用户,1,23.0,11.0,0.0,3.0,2.0,20.0,0.0
1008349,2,活跃潜力用户,0,24.0,2.0,0.0,0.0,3.0,6.0,1.0
1008366,1,早期沉睡用户,1,10.0,0.0,0.0,2.0,2.0,4.0,1.0
1008370,2,活跃潜力用户,0,41.0,0.0,2.0,2.0,4.0,10.0,0.0
1008376,1,早期沉睡用户,1,73.0,3.0,0.0,1.0,6.0,24.0,0.0
1008378,2,活跃潜力用户,0,33.0,1.0,0.0,2.0,5.0,15.0,0.0
1008380,3,超级用户,1,125.0,28.0,0.0,57.0,4.0,28.0,1.0
1008382,1,早期沉睡用户,1,98.0,8.0,1.0,1.0,6.0,34.0,0.0
1008385,1,早期沉睡用户,1,120.0,1.0,7.0,4.0,6.0,57.0,0.0
1008387,2,活跃潜力用户,0,5.0,1.0,0.0,0.0,2.0,4.0,3.0
1008391,2,活跃潜力用户,0,137.0,12.0,0.0,2.0,4.0,36.0,0.0
1008392,2,活跃潜力用户,0,3.0,0.0,0.0,0.0,1.0,2.0,4.0
1008401,1,早期沉睡用户,1,67.0,5.0,0.0,1.0,6.0,22.0,0.0
1008405,2,活跃潜力用户,1,51.0,0.0,3.0,3.0,6.0,16.0,0.0
1008411,1,早期沉睡用户,1,15.0,1.0,0.0,1.0,4.0,12.0,1.0
1008415,1,早期沉睡用户,1,59.0,4.0,0.0,1.0,6.0,29.0,0.0
1008418,2,活跃潜力用户,1,37.0,0.0,8.0,1.0,5.0,17.0,0.0
1008425,2,活跃潜力用户,0,54.0,4.0,0.0,1.0,6.0,20.0,0.0
1008427,2,活跃潜力用户,0,19.0,0.0,0.0,0.0,1.0,10.0,5.0
1008429,1,早期沉睡用户,1,38.0,3.0,0.0,2.0,4.0,14.0,2.0
1008430,2,活跃潜力用户,0,9.0,3.0,0.0,1.0,5.0,9.0,0.0
100847,2,活跃潜力用户,0,35.0,5.0,1.0,1.0,4.0,15.0,2.0
1008481,1,早期沉睡用户,1,37.0,1.0,0.0,2.0,6.0,19.0,0.0
1008485,2,活跃潜力用户,0,16.0,8.0,0.0,0.0,2.0,3.0,2.0
1008489,1,早期沉睡用户,1,24.0,0.0,0.0,1.0,4.0,16.0,1.0
1008500,1,早期沉睡用户,1,44.0,3.0,0.0,2.0,4.0,31.0,0.0
1008502,1,早期沉睡用户,1,161.0,0.0,1.0,2.0,6.0,50.0,0.0
1008531,2,活跃潜力用户,1,9.0,1.0,0.0,1.0,3.0,3.0,0.0
1008557,2,活跃潜力用户,0,60.0,3.0,4.0,1.0,5.0,18.0,0.0
100856,2,活跃潜力用户,0,10.0,1.0,1.0,1.0,4.0,5.0,1.0
1008586,2,活跃潜力用户,0,114.0,1.0,10.0,0.0,6.0,41.0,0.0
1008587,2,活跃潜力用户,0,68.0,5.0,1.0,2.0,6.0,19.0,0.0
1008590,2,活跃潜力用户,0,33.0,0.0,0.0,0.0,5.0,16.0,0.0
10086,1,早期沉睡用户,1,17.0,1.0,1.0,2.0,4.0,7.0,0.0
100860,0,高价值忠诚用户,0,81.0,10.0,0.0,2.0,6.0,22.0,0.0
1008612,1,早期沉睡用户,1,115.0,11.0,0.0,2.0,5.0,32.0,1.0
1008614,2,活跃潜力用户,0,124.0,8.0,12.0,2.0,6.0,20.0,0.0
1008615,2,活跃潜力用户,0,123.0,2.0,0.0,0.0,6.0,12.0,0.0
100865,2,活跃潜力用户,0,92.0,5.0,3.0,0.0,6.0,38.0,0.0
1008652,2,活跃潜力用户,0,11.0,0.0,0.0,0.0,4.0,6.0,0.0
1008661,2,活跃潜力用户,0,5.0,0.0,2.0,0.0,3.0,4.0,1.0
1008665,1,早期沉睡用户,1,10.0,0.0,0.0,2.0,5.0,7.0,0.0
1008674,2,活跃潜力用户,1,151.0,5.0,0.0,1.0,6.0,31.0,0.0
1008681,2,活跃潜力用户,0,54.0,0.0,0.0,3.0,5.0,23.0,0.0
1008684,2,活跃潜力用户,0,45.0,2.0,0.0,0.0,4.0,8.0,0.0
1008685,2,活跃潜力用户,0,15.0,0.0,5.0,1.0,2.0,9.0,0.0
1008698,2,活跃潜力用户,0,9.0,1.0,0.0,2.0,4.0,7.0,1.0
100871,2,活跃潜力用户,0,42.0,9.0,0.0,2.0,6.0,10.0,0.0
1008711,1,早期沉睡用户,1,167.0,0.0,9.0,1.0,6.0,37.0,0.0
1008726,2,活跃潜力用户,0,10.0,0.0,0.0,1.0,3.0,7.0,1.0
1008729,2,活跃潜力用户,0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
1008733,2,活跃潜力用户,1,78.0,7.0,0.0,2.0,6.0,15.0,0.0
1008737,1,早期沉睡用户,1,181.0,12.0,0.0,1.0,5.0,29.0,0.0
1008744,1,早期沉睡用户,1,52.0,1.0,0.0,1.0,4.0,8.0,1.0
1008748,2,活跃潜力用户,1,76.0,7.0,0.0,2.0,4.0,18.0,0.0
1008749,1,早期沉睡用户,1,57.0,4.0,0.0,1.0,6.0,21.0,0.0
1008757,2,活跃潜力用户,0,14.0,0.0,4.0,0.0,3.0,9.0,1.0
1008764,1,早期沉睡用户,1,27.0,2.0,0.0,2.0,4.0,6.0,0.0
100877,1,早期沉睡用户,1,102.0,0.0,3.0,1.0,4.0,6.0,0.0
1008777,2,活跃潜力用户,0,21.0,3.0,0.0,0.0,4.0,7.0,0.0
1008779,2,活跃潜力用户,0,38.0,2.0,0.0,3.0,6.0,17.0,0.0
1008786,0,高价值忠诚用户,0,11.0,1.0,0.0,2.0,3.0,8.0,0.0
1008791,1,早期沉睡用户,1,91.0,7.0,0.0,1.0,5.0,19.0,0.0
1008793,2,活跃潜力用户,0,6.0,0.0,0.0,0.0,1.0,2.0,0.0
1008794,2,活跃潜力用户,0,52.0,1.0,5.0,2.0,4.0,6.0,0.0
1008799,0,高价值忠诚用户,1,155.0,3.0,1.0,15.0,6.0,29.0,0.0
1008820,2,活跃潜力用户,0,6.0,0.0,0.0,1.0,2.0,5.0,2.0
1008829,2,活跃潜力用户,1,82.0,17.0,3.0,1.0,5.0,38.0,0.0
1008830,0,高价值忠诚用户,1,262.0,56.0,4.0,17.0,6.0,47.0,0.0
1008832,1,早期沉睡用户,1,8.0,0.0,0.0,1.0,2.0,2.0,2.0
1008834,2,活跃潜力用户,1,27.0,3.0,0.0,3.0,3.0,11.0,0.0
1008842,0,高价值忠诚用户,0,198.0,21.0,0.0,5.0,5.0,26.0,0.0
1008846,2,活跃潜力用户,0,9.0,0.0,0.0,0.0,3.0,6.0,0.0
1008849,2,活跃潜力用户,1,53.0,4.0,2.0,2.0,5.0,11.0,0.0
1008860,2,活跃潜力用户,0,40.0,3.0,0.0,1.0,5.0,22.0,0.0
1008868,1,早期沉睡用户,1,11.0,0.0,0.0,1.0,5.0,7.0,0.0
1008870,1,早期沉睡用户,1,76.0,5.0,0.0,5.0,6.0,31.0,0.0
1008879,2,活跃潜力用户,0,11.0,1.0,0.0,0.0,3.0,4.0,1.0
1008882,2,活跃潜力用户,0,33.0,7.0,1.0,1.0,4.0,13.0,2.0
1008883,1,早期沉睡用户,1,269.0,6.0,0.0,3.0,6.0,22.0,0.0
1008891,0,高价值忠诚用户,0,25.0,2.0,0.0,2.0,3.0,14.0,0.0
1008899,1,早期沉睡用户,1,54.0,1.0,0.0,1.0,5.0,20.0,1.0
1008904,0,高价值忠诚用户,0,91.0,12.0,0.0,4.0,5.0,26.0,0.0
1008905,2,活跃潜力用户,1,33.0,8.0,0.0,1.0,4.0,12.0,0.0
1008906,1,早期沉睡用户,1,30.0,0.0,0.0,3.0,6.0,8.0,0.0
1008909,1,早期沉睡用户,1,67.0,2.0,0.0,1.0,6.0,21.0,0.0
100891,1,早期沉睡用户,1,125.0,0.0,13.0,2.0,6.0,38.0,0.0
1008916,0,高价值忠诚用户,0,35.0,5.0,0.0,0.0,5.0,17.0,0.0
100893,2,活跃潜力用户,1,96.0,13.0,0.0,1.0,6.0,22.0,0.0
1008933,2,活跃潜力用户,0,317.0,9.0,0.0,0.0,5.0,91.0,0.0
1008934,2,活跃潜力用户,0,24.0,0.0,0.0,1.0,3.0,12.0,0.0
1008938,2,活跃潜力用户,1,6.0,0.0,0.0,1.0,3.0,3.0,0.0
1008956,1,早期沉睡用户,1,77.0,14.0,0.0,1.0,4.0,37.0,0.0
1008961,2,活跃潜力用户,0,52.0,8.0,0.0,3.0,5.0,23.0,0.0
1008963,2,活跃潜力用户,0,30.0,4.0,0.0,0.0,4.0,22.0,0.0
1008972,0,高价值忠诚用户,0,118.0,0.0,1.0,8.0,6.0,52.0,0.0
1008985,1,早期沉睡用户,1,118.0,12.0,5.0,2.0,6.0,34.0,0.0
1008993,0,高价值忠诚用户,1,56.0,0.0,3.0,6.0,5.0,16.0,0.0
1008994,0,高价值忠诚用户,1,268.0,8.0,4.0,9.0,6.0,61.0,0.0
1009003,2,活跃潜力用户,1,5.0,1.0,0.0,1.0,2.0,5.0,0.0
1009005,2,活跃潜力用户,0,107.0,0.0,10.0,2.0,5.0,14.0,0.0
100901,2,活跃潜力用户,0,14.0,0.0,0.0,0.0,3.0,7.0,0.0
1009011,2,活跃潜力用户,0,41.0,0.0,1.0,0.0,4.0,13.0,0.0
1009013,0,高价值忠诚用户,0,49.0,1.0,2.0,0.0,4.0,21.0,0.0
1009021,2,活跃潜力用户,0,54.0,0.0,2.0,1.0,3.0,18.0,0.0
1009023,1,早期沉睡用户,1,24.0,0.0,3.0,1.0,3.0,9.0,1.0
1009026,2,活跃潜力用户,0,60.0,0.0,2.0,2.0,4.0,15.0,0.0
1009046,0,高价值忠诚用户,0,83.0,0.0,0.0,3.0,6.0,36.0,0.0
1009050,1,早期沉睡用户,1,44.0,2.0,0.0,1.0,3.0,17.0,0.0
1009056,2,活跃潜力用户,0,15.0,0.0,1.0,2.0,1.0,6.0,5.0
1009070,0,高价值忠诚用户,0,239.0,4.0,2.0,7.0,6.0,46.0,0.0
1009073,1,早期沉睡用户,1,58.0,0.0,8.0,1.0,6.0,17.0,0.0
1009104,2,活跃潜力用户,0,5.0,0.0,0.0,0.0,3.0,3.0,0.0
1009107,1,早期沉睡用户,1,110.0,0.0,5.0,1.0,6.0,25.0,0.0
1009121,2,活跃潜力用户,0,30.0,1.0,0.0,1.0,4.0,15.0,0.0
1009123,2,活跃潜力用户,0,15.0,2.0,7.0,0.0,4.0,6.0,2.0
1009129,2,活跃潜力用户,0,12.0,0.0,0.0,2.0,3.0,5.0,0.0
1009135,2,活跃潜力用户,0,27.0,3.0,0.0,0.0,5.0,8.0,1.0
1009141,1,早期沉睡用户,1,53.0,1.0,0.0,1.0,4.0,18.0,1.0
1009153,2,活跃潜力用户,0,74.0,8.0,0.0,1.0,6.0,17.0,0.0
1009155,1,早期沉睡用户,1,177.0,2.0,0.0,3.0,6.0,27.0,0.0
