user_id,R,F,M,cluster,cluster_name
1009765,6,2,2,1,早期沉睡用户
1009768,2,4,4,2,活跃潜力用户
100977,7,3,2,1,早期沉睡用户
1009771,2,3,2,2,活跃潜力用户
1009776,8,1,1,1,早期沉睡用户
1009798,6,3,3,1,早期沉睡用户
1009803,2,2,2,2,活跃潜力用户
1009822,1,7,7,0,高价值忠诚用户
1009825,8,2,2,1,早期沉睡用户
1009832,6,2,2,1,早期沉睡用户
1009833,1,6,6,0,高价值忠诚用户
1009853,1,1,1,2,活跃潜力用户
1009859,7,5,5,1,早期沉睡用户
1009860,9,1,1,1,早期沉睡用户
1009869,3,2,2,2,活跃潜力用户
1009880,3,3,3,2,活跃潜力用户
1009884,6,5,3,1,早期沉睡用户
1009888,1,2,2,2,活跃潜力用户
1009898,1,5,5,0,高价值忠诚用户
100992,2,2,2,2,活跃潜力用户
1009932,3,2,2,2,活跃潜力用户
1009933,6,2,2,1,早期沉睡用户
1009934,2,11,10,0,高价值忠诚用户
1009938,5,2,2,1,早期沉睡用户
1009940,8,2,2,1,早期沉睡用户
1009947,9,1,1,1,早期沉睡用户
1009948,4,2,2,2,活跃潜力用户
1009949,1,1,1,2,活跃潜力用户
1009950,2,1,1,2,活跃潜力用户
1009982,7,1,1,1,早期沉睡用户
1009997,1,4,4,2,活跃潜力用户
1010001,7,2,2,1,早期沉睡用户
1010006,7,4,4,1,早期沉睡用户
101001,1,4,4,2,活跃潜力用户
1010016,2,2,2,2,活跃潜力用户
1010017,1,2,2,2,活跃潜力用户
101003,4,6,6,0,高价值忠诚用户
1010032,3,3,3,2,活跃潜力用户
1010040,1,3,3,2,活跃潜力用户
1010043,3,2,2,2,活跃潜力用户
1010044,4,3,3,2,活跃潜力用户
1010047,6,2,2,1,早期沉睡用户
1010050,9,1,1,1,早期沉睡用户
1010051,2,5,4,2,活跃潜力用户
1010079,2,5,5,0,高价值忠诚用户
101008,1,12,12,0,高价值忠诚用户
1010088,3,1,1,2,活跃潜力用户
1010093,3,4,4,2,活跃潜力用户
1010121,6,2,2,1,早期沉睡用户
1010125,2,5,5,0,高价值忠诚用户
1010129,7,3,1,1,早期沉睡用户
101013,3,1,1,2,活跃潜力用户
1010133,3,1,1,2,活跃潜力用户
1010149,3,1,1,2,活跃潜力用户
1010155,5,1,1,1,早期沉睡用户
1010157,1,3,3,2,活跃潜力用户
1010170,1,7,7,0,高价值忠诚用户
1010173,6,2,2,1,早期沉睡用户
1010177,2,1,1,2,活跃潜力用户
1010189,1,2,2,2,活跃潜力用户
1010198,2,2,2,2,活跃潜力用户
1010199,6,1,1,1,早期沉睡用户
1010204,6,1,1,1,早期沉睡用户
1010205,2,2,2,2,活跃潜力用户
1010208,4,3,3,2,活跃潜力用户
101021,8,2,2,1,早期沉睡用户
1010210,5,1,1,1,早期沉睡用户
1010211,7,2,2,1,早期沉睡用户
1010214,7,1,1,1,早期沉睡用户
1010215,9,2,2,1,早期沉睡用户
1010219,2,14,14,0,高价值忠诚用户
101023,3,6,5,0,高价值忠诚用户
1010231,8,1,1,1,早期沉睡用户
1010238,4,2,2,2,活跃潜力用户
101024,6,2,2,1,早期沉睡用户
1010254,4,1,1,2,活跃潜力用户
1010263,9,1,1,1,早期沉睡用户
1010267,6,4,4,1,早期沉睡用户
1010269,5,3,3,1,早期沉睡用户
1010279,2,3,3,2,活跃潜力用户
1010280,1,8,8,0,高价值忠诚用户
1010281,1,7,7,0,高价值忠诚用户
1010288,2,30,30,3,超级用户
1010299,1,10,10,0,高价值忠诚用户
1010306,2,1,1,2,活跃潜力用户
1010311,7,1,1,1,早期沉睡用户
1010325,4,1,1,2,活跃潜力用户
1010327,8,4,4,1,早期沉睡用户
101033,3,2,2,2,活跃潜力用户
1010330,2,1,1,2,活跃潜力用户
1010333,2,16,14,0,高价值忠诚用户
1010343,4,2,2,2,活跃潜力用户
1010347,6,3,3,1,早期沉睡用户
1010362,3,3,3,2,活跃潜力用户
1010373,1,2,2,2,活跃潜力用户
1010376,1,1,1,2,活跃潜力用户
1010381,1,6,6,0,高价值忠诚用户
1010391,5,2,2,1,早期沉睡用户
1010396,1,3,3,2,活跃潜力用户
1010399,3,6,6,0,高价值忠诚用户
1010411,4,3,2,2,活跃潜力用户
1010416,6,3,3,1,早期沉睡用户
1010418,3,2,2,2,活跃潜力用户
1010427,1,2,2,2,活跃潜力用户
1010433,2,2,2,2,活跃潜力用户
1010439,7,1,1,1,早期沉睡用户
1010445,1,3,3,2,活跃潜力用户
1010453,1,6,6,0,高价值忠诚用户
1010455,1,1,1,2,活跃潜力用户
1010456,2,1,1,2,活跃潜力用户
101047,1,3,3,2,活跃潜力用户
1010478,1,11,8,0,高价值忠诚用户
1010480,7,1,1,1,早期沉睡用户
1010504,2,3,3,2,活跃潜力用户
1010507,7,3,3,1,早期沉睡用户
1010508,2,1,1,2,活跃潜力用户
1010510,4,4,4,2,活跃潜力用户
1010515,5,1,1,1,早期沉睡用户
1010519,2,2,2,2,活跃潜力用户
1010533,5,2,2,1,早期沉睡用户
1010534,7,2,2,1,早期沉睡用户
1010536,5,1,1,1,早期沉睡用户
1010537,5,1,1,1,早期沉睡用户
1010539,7,2,2,1,早期沉睡用户
101056,9,1,1,1,早期沉睡用户
1010560,4,5,5,0,高价值忠诚用户
1010564,2,1,1,2,活跃潜力用户
1010566,7,2,2,1,早期沉睡用户
1010568,3,2,2,2,活跃潜力用户
1010572,1,2,2,2,活跃潜力用户
101058,5,1,1,1,早期沉睡用户
1010582,6,3,3,1,早期沉睡用户
1010583,4,2,2,2,活跃潜力用户
1010590,4,2,2,2,活跃潜力用户
1010593,1,1,1,2,活跃潜力用户
1010596,3,3,2,2,活跃潜力用户
1010598,2,4,4,2,活跃潜力用户
1010599,5,1,1,1,早期沉睡用户
1010603,2,10,9,0,高价值忠诚用户
1010608,4,1,1,2,活跃潜力用户
1010611,8,1,1,1,早期沉睡用户
1010612,2,1,1,2,活跃潜力用户
101063,4,2,2,2,活跃潜力用户
1010630,1,2,2,2,活跃潜力用户
1010638,1,4,4,2,活跃潜力用户
1010641,8,1,1,1,早期沉睡用户
1010655,3,2,2,2,活跃潜力用户
1010658,2,1,1,2,活跃潜力用户
1010664,4,5,5,0,高价值忠诚用户
1010690,1,2,1,2,活跃潜力用户
1010691,1,5,5,0,高价值忠诚用户
1010694,1,1,1,2,活跃潜力用户
1010697,4,1,1,2,活跃潜力用户
1010704,3,3,2,2,活跃潜力用户
1010706,4,2,2,2,活跃潜力用户
1010711,4,3,3,2,活跃潜力用户
1010713,1,1,1,2,活跃潜力用户
1010736,4,2,2,2,活跃潜力用户
1010754,2,2,2,2,活跃潜力用户
1010755,2,4,4,2,活跃潜力用户
1010765,1,1,1,2,活跃潜力用户
1010780,1,2,2,2,活跃潜力用户
1010783,5,2,2,1,早期沉睡用户
1010784,2,4,4,2,活跃潜力用户
1010785,2,10,10,0,高价值忠诚用户
1010806,4,3,3,2,活跃潜力用户
1010816,4,3,3,2,活跃潜力用户
1010817,1,1,1,2,活跃潜力用户
101082,2,7,6,0,高价值忠诚用户
1010836,6,1,1,1,早期沉睡用户
1010839,1,6,6,0,高价值忠诚用户
101084,6,1,1,1,早期沉睡用户
1010853,9,3,3,1,早期沉睡用户
1010857,1,3,3,2,活跃潜力用户
1010861,1,3,3,2,活跃潜力用户
1010864,2,6,5,0,高价值忠诚用户
1010869,1,9,8,0,高价值忠诚用户
1010870,1,7,7,0,高价值忠诚用户
1010874,3,1,1,2,活跃潜力用户
101088,2,3,2,2,活跃潜力用户
1010896,3,4,4,2,活跃潜力用户
1010899,3,6,6,0,高价值忠诚用户
1010912,4,1,1,2,活跃潜力用户
1010915,1,4,4,2,活跃潜力用户
1010919,4,3,3,2,活跃潜力用户
101092,2,5,5,0,高价值忠诚用户
1010944,4,5,4,2,活跃潜力用户
1010945,5,3,3,1,早期沉睡用户
1010947,4,5,5,0,高价值忠诚用户
1010953,4,4,4,2,活跃潜力用户
101096,2,6,6,0,高价值忠诚用户
1010978,3,7,7,0,高价值忠诚用户
1010981,5,4,4,1,早期沉睡用户
1010995,7,1,1,1,早期沉睡用户
1011004,4,2,2,2,活跃潜力用户
1011005,2,4,3,2,活跃潜力用户
101101,4,1,1,2,活跃潜力用户
1011017,3,1,1,2,活跃潜力用户
1011021,5,11,10,0,高价值忠诚用户
1011024,6,1,1,1,早期沉睡用户
1011030,2,1,1,2,活跃潜力用户
1011036,5,2,2,1,早期沉睡用户
101104,4,2,2,2,活跃潜力用户
1011050,2,4,4,2,活跃潜力用户
1011052,7,1,1,1,早期沉睡用户
1011062,9,1,1,1,早期沉睡用户
1011072,5,1,1,1,早期沉睡用户
1011079,1,2,2,2,活跃潜力用户
1011084,4,3,3,2,活跃潜力用户
1011086,8,2,2,1,早期沉睡用户
1011092,7,1,1,1,早期沉睡用户
1011096,5,4,3,1,早期沉睡用户
10111,6,2,2,1,早期沉睡用户
1011100,2,1,1,2,活跃潜力用户
1011108,2,2,2,2,活跃潜力用户
1011118,4,2,2,2,活跃潜力用户
101112,4,2,2,2,活跃潜力用户
1011120,5,3,3,1,早期沉睡用户
1011128,5,2,2,1,早期沉睡用户
101114,2,2,2,2,活跃潜力用户
1011169,3,1,1,2,活跃潜力用户
1011171,3,3,3,2,活跃潜力用户
1011172,3,3,3,2,活跃潜力用户
1011173,5,4,4,1,早期沉睡用户
1011181,1,6,6,0,高价值忠诚用户
1011202,9,1,1,1,早期沉睡用户
1011207,5,4,4,1,早期沉睡用户
1011214,7,1,1,1,早期沉睡用户
1011217,9,3,3,1,早期沉睡用户
1011219,3,4,4,2,活跃潜力用户
1011222,4,1,1,2,活跃潜力用户
1011227,8,3,2,1,早期沉睡用户
1011235,6,3,3,1,早期沉睡用户
1011248,1,4,4,2,活跃潜力用户
1011254,1,3,3,2,活跃潜力用户
1011258,9,1,1,1,早期沉睡用户
1011266,3,2,2,2,活跃潜力用户
1011272,2,3,3,2,活跃潜力用户
1011290,7,1,1,1,早期沉睡用户
1011293,4,1,1,2,活跃潜力用户
1011322,1,3,3,2,活跃潜力用户
1011326,2,3,3,2,活跃潜力用户
1011332,5,2,2,1,早期沉睡用户
1011340,6,1,1,1,早期沉睡用户
1011361,5,2,2,1,早期沉睡用户
1011365,4,3,3,2,活跃潜力用户
1011387,1,2,2,2,活跃潜力用户
1011388,4,1,1,2,活跃潜力用户
1011390,2,15,15,0,高价值忠诚用户
1011391,6,3,3,1,早期沉睡用户
1011397,1,1,1,2,活跃潜力用户
10114,4,3,3,2,活跃潜力用户
1011400,4,2,2,2,活跃潜力用户
1011402,9,3,3,1,早期沉睡用户
1011409,1,3,3,2,活跃潜力用户
1011415,5,1,1,1,早期沉睡用户
1011419,7,2,2,1,早期沉睡用户
1011420,2,2,2,2,活跃潜力用户
1011431,4,1,1,2,活跃潜力用户
101144,1,1,1,2,活跃潜力用户
1011470,2,5,4,2,活跃潜力用户
1011487,1,3,3,2,活跃潜力用户
1011490,6,1,1,1,早期沉睡用户
1011499,1,4,4,2,活跃潜力用户
101150,2,1,1,2,活跃潜力用户
1011521,4,6,6,0,高价值忠诚用户
1011527,1,3,3,2,活跃潜力用户
1011529,9,1,1,1,早期沉睡用户
1011565,1,3,3,2,活跃潜力用户
1011567,1,3,3,2,活跃潜力用户
101157,5,1,1,1,早期沉睡用户
1011574,7,1,1,1,早期沉睡用户
1011581,1,7,7,0,高价值忠诚用户
1011591,1,4,4,2,活跃潜力用户
1011624,7,1,1,1,早期沉睡用户
1011631,4,2,2,2,活跃潜力用户
1011633,3,1,1,2,活跃潜力用户
1011647,1,2,2,2,活跃潜力用户
1011648,2,1,1,2,活跃潜力用户
101165,2,2,2,2,活跃潜力用户
1011651,2,3,3,2,活跃潜力用户
1011652,1,12,7,0,高价值忠诚用户
1011655,1,11,9,0,高价值忠诚用户
1011656,5,1,1,1,早期沉睡用户
1011669,4,1,1,2,活跃潜力用户
1011676,6,1,1,1,早期沉睡用户
1011681,6,1,1,1,早期沉睡用户
1011685,5,1,1,1,早期沉睡用户
1011697,4,2,2,2,活跃潜力用户
1011698,6,1,1,1,早期沉睡用户
1011699,2,3,2,2,活跃潜力用户
1011703,7,1,1,1,早期沉睡用户
1011704,1,4,4,2,活跃潜力用户
1011705,6,4,4,1,早期沉睡用户
1011709,4,7,7,0,高价值忠诚用户
1011725,1,4,3,2,活跃潜力用户
1011729,4,4,3,2,活跃潜力用户
1011730,2,1,1,2,活跃潜力用户
1011745,6,4,3,1,早期沉睡用户
1011749,2,2,2,2,活跃潜力用户
1011752,1,2,2,2,活跃潜力用户
1011758,6,1,1,1,早期沉睡用户
1011760,2,2,2,2,活跃潜力用户
1011773,7,1,1,1,早期沉睡用户
1011789,3,2,2,2,活跃潜力用户
1011793,1,7,7,0,高价值忠诚用户
1011799,1,5,5,0,高价值忠诚用户
1011802,1,2,2,2,活跃潜力用户
1011816,6,2,2,1,早期沉睡用户
101182,1,3,3,2,活跃潜力用户
1011826,8,1,1,1,早期沉睡用户
1011828,3,1,1,2,活跃潜力用户
1011839,6,2,2,1,早期沉睡用户
1011841,8,1,1,1,早期沉睡用户
1011867,3,3,3,2,活跃潜力用户
1011868,1,1,1,2,活跃潜力用户
1011872,1,11,11,0,高价值忠诚用户
101188,3,8,8,0,高价值忠诚用户
1011880,2,3,3,2,活跃潜力用户
1011886,4,2,1,2,活跃潜力用户
101189,5,2,2,1,早期沉睡用户
1011891,5,1,1,1,早期沉睡用户
1011892,3,1,1,2,活跃潜力用户
101190,2,2,2,2,活跃潜力用户
1011911,9,1,1,1,早期沉睡用户
1011919,1,2,2,2,活跃潜力用户
1011921,9,1,1,1,早期沉睡用户
1011923,2,1,1,2,活跃潜力用户
1011937,1,5,5,0,高价值忠诚用户
1011943,1,6,6,0,高价值忠诚用户
1011960,1,5,4,2,活跃潜力用户
1011961,1,3,3,2,活跃潜力用户
1011981,2,1,1,2,活跃潜力用户
1011986,1,5,5,0,高价值忠诚用户
1011992,1,3,3,2,活跃潜力用户
1011996,1,6,6,0,高价值忠诚用户
1012000,2,4,4,2,活跃潜力用户
1012002,2,9,9,0,高价值忠诚用户
1012012,6,1,1,1,早期沉睡用户
1012017,1,2,2,2,活跃潜力用户
1012022,1,6,6,0,高价值忠诚用户
1012028,5,1,1,1,早期沉睡用户
1012031,8,2,2,1,早期沉睡用户
1012033,2,1,1,2,活跃潜力用户
101204,5,2,2,1,早期沉睡用户
1012040,2,4,4,2,活跃潜力用户
1012048,4,3,3,2,活跃潜力用户
1012050,4,1,1,2,活跃潜力用户
1012060,1,2,2,2,活跃潜力用户
1012062,1,2,2,2,活跃潜力用户
1012070,1,2,2,2,活跃潜力用户
1012075,4,5,3,2,活跃潜力用户
1012082,5,1,1,1,早期沉睡用户
1012086,3,2,2,2,活跃潜力用户
1012093,5,4,3,1,早期沉睡用户
101210,6,1,1,1,早期沉睡用户
1012102,4,4,4,2,活跃潜力用户
1012104,2,2,2,2,活跃潜力用户
1012105,4,9,9,0,高价值忠诚用户
1012110,1,4,4,2,活跃潜力用户
1012116,6,1,1,1,早期沉睡用户
101212,1,9,9,0,高价值忠诚用户
1012125,1,2,2,2,活跃潜力用户
1012133,2,1,1,2,活跃潜力用户
1012148,1,17,17,0,高价值忠诚用户
1012155,1,1,1,2,活跃潜力用户
1012164,1,1,1,2,活跃潜力用户
101217,2,1,1,2,活跃潜力用户
1012191,4,3,3,2,活跃潜力用户
1012198,3,1,1,2,活跃潜力用户
1012208,2,1,1,2,活跃潜力用户
1012222,1,1,1,2,活跃潜力用户
1012232,1,7,5,0,高价值忠诚用户
1012237,3,1,1,2,活跃潜力用户
1012252,8,2,2,1,早期沉睡用户
1012257,8,2,2,1,早期沉睡用户
1012275,1,8,8,0,高价值忠诚用户
1012277,4,4,4,2,活跃潜力用户
1012284,7,3,3,1,早期沉睡用户
1012287,3,2,2,2,活跃潜力用户
1012290,4,4,4,2,活跃潜力用户
1012293,5,4,4,1,早期沉睡用户
1012296,1,2,2,2,活跃潜力用户
1012298,1,4,4,2,活跃潜力用户
1012299,4,1,1,2,活跃潜力用户
101230,1,2,2,2,活跃潜力用户
101231,5,2,2,1,早期沉睡用户
1012313,9,1,1,1,早期沉睡用户
1012333,2,4,4,2,活跃潜力用户
1012338,4,6,6,0,高价值忠诚用户
1012344,1,2,2,2,活跃潜力用户
1012352,9,1,1,1,早期沉睡用户
1012358,1,7,7,0,高价值忠诚用户
1012373,2,6,6,0,高价值忠诚用户
1012380,2,2,2,2,活跃潜力用户
101239,1,4,4,2,活跃潜力用户
1012395,4,7,7,0,高价值忠诚用户
1012403,2,1,1,2,活跃潜力用户
1012411,4,4,4,2,活跃潜力用户
1012415,1,4,4,2,活跃潜力用户
1012420,1,3,3,2,活跃潜力用户
1012426,2,7,6,0,高价值忠诚用户
1012445,5,1,1,1,早期沉睡用户
101245,4,3,3,2,活跃潜力用户
1012459,2,3,3,2,活跃潜力用户
1012467,9,1,1,1,早期沉睡用户
1012469,1,4,4,2,活跃潜力用户
1012472,2,1,1,2,活跃潜力用户
1012474,3,1,1,2,活跃潜力用户
1012478,5,1,1,1,早期沉睡用户
1012489,8,1,1,1,早期沉睡用户
101249,1,8,7,0,高价值忠诚用户
1012498,1,3,3,2,活跃潜力用户
1012501,2,4,4,2,活跃潜力用户
1012512,5,1,1,1,早期沉睡用户
1012516,4,2,2,2,活跃潜力用户
1012524,5,2,2,1,早期沉睡用户
1012525,2,10,9,0,高价值忠诚用户
1012528,7,1,1,1,早期沉睡用户
1012534,6,4,4,1,早期沉睡用户
1012535,2,2,2,2,活跃潜力用户
1012536,2,2,2,2,活跃潜力用户
1012541,1,1,1,2,活跃潜力用户
1012550,4,2,2,2,活跃潜力用户
1012553,2,1,1,2,活跃潜力用户
1012578,6,1,1,1,早期沉睡用户
1012579,4,2,2,2,活跃潜力用户
1012597,6,1,1,1,早期沉睡用户
101260,5,2,2,1,早期沉睡用户
1012611,4,2,2,2,活跃潜力用户
1012621,2,1,1,2,活跃潜力用户
1012626,9,1,1,1,早期沉睡用户
1012638,5,3,3,1,早期沉睡用户
1012639,6,2,2,1,早期沉睡用户
1012645,3,5,5,0,高价值忠诚用户
1012647,5,1,1,1,早期沉睡用户
1012651,2,2,2,2,活跃潜力用户
1012661,3,6,5,0,高价值忠诚用户
1012664,1,3,3,2,活跃潜力用户
1012665,5,1,1,1,早期沉睡用户
1012667,1,3,3,2,活跃潜力用户
1012670,1,3,3,2,活跃潜力用户
1012673,7,1,1,1,早期沉睡用户
1012677,7,2,2,1,早期沉睡用户
1012682,1,8,8,0,高价值忠诚用户
101269,1,1,1,2,活跃潜力用户
1012693,2,3,3,2,活跃潜力用户
1012727,8,1,1,1,早期沉睡用户
1012731,3,2,2,2,活跃潜力用户
1012736,2,3,3,2,活跃潜力用户
1012737,7,1,1,1,早期沉睡用户
1012741,5,5,5,0,高价值忠诚用户
1012743,3,1,1,2,活跃潜力用户
1012745,1,4,4,2,活跃潜力用户
1012774,7,2,2,1,早期沉睡用户
1012784,6,2,2,1,早期沉睡用户
1012793,2,3,3,2,活跃潜力用户
1012795,2,3,3,2,活跃潜力用户
10128,9,1,1,1,早期沉睡用户
1012804,1,3,3,2,活跃潜力用户
1012806,1,6,5,0,高价值忠诚用户
1012808,1,2,2,2,活跃潜力用户
1012819,4,2,2,2,活跃潜力用户
1012826,4,2,2,2,活跃潜力用户
1012830,4,2,2,2,活跃潜力用户
1012841,4,5,5,0,高价值忠诚用户
1012849,5,1,1,1,早期沉睡用户
1012851,4,6,4,0,高价值忠诚用户
1012881,3,6,6,0,高价值忠诚用户
1012883,9,1,1,1,早期沉睡用户
1012894,2,1,1,2,活跃潜力用户
1012895,1,5,5,0,高价值忠诚用户
1012896,7,1,1,1,早期沉睡用户
1012904,3,2,2,2,活跃潜力用户
1012911,3,1,1,2,活跃潜力用户
1012915,6,1,1,1,早期沉睡用户
1012919,3,2,2,2,活跃潜力用户
1012925,3,3,3,2,活跃潜力用户
1012927,3,2,2,2,活跃潜力用户
1012945,2,3,3,2,活跃潜力用户
1012947,3,1,1,2,活跃潜力用户
1012950,4,2,2,2,活跃潜力用户
101296,9,1,1,1,早期沉睡用户
1012967,7,2,2,1,早期沉睡用户
1012985,4,2,2,2,活跃潜力用户
1012989,4,2,2,2,活跃潜力用户
101300,9,2,2,1,早期沉睡用户
1013004,3,5,5,0,高价值忠诚用户
1013013,1,16,7,0,高价值忠诚用户
1013015,1,2,2,2,活跃潜力用户
1013021,4,1,1,2,活跃潜力用户
1013023,6,3,3,1,早期沉睡用户
1013026,3,1,1,2,活跃潜力用户
1013027,3,2,2,2,活跃潜力用户
101303,1,4,4,2,活跃潜力用户
1013030,2,2,2,2,活跃潜力用户
1013033,9,1,1,1,早期沉睡用户
101305,1,6,4,0,高价值忠诚用户
101306,3,4,4,2,活跃潜力用户
1013063,1,2,2,2,活跃潜力用户
1013086,7,5,3,1,早期沉睡用户
1013088,4,1,1,2,活跃潜力用户
1013089,3,4,4,2,活跃潜力用户
1013097,8,1,1,1,早期沉睡用户
1013118,2,4,4,2,活跃潜力用户
101312,1,4,4,2,活跃潜力用户
1013124,2,1,1,2,活跃潜力用户
101313,9,1,1,1,早期沉睡用户
1013131,1,2,2,2,活跃潜力用户
1013133,9,3,3,1,早期沉睡用户
1013136,2,2,2,2,活跃潜力用户
1013150,9,1,1,1,早期沉睡用户
1013160,8,1,1,1,早期沉睡用户
1013162,4,1,1,2,活跃潜力用户
1013169,2,3,3,2,活跃潜力用户
1013171,4,1,1,2,活跃潜力用户
1013180,1,1,1,2,活跃潜力用户
1013183,3,1,1,2,活跃潜力用户
101319,4,1,1,2,活跃潜力用户
1013194,5,1,1,1,早期沉睡用户
101320,5,1,1,1,早期沉睡用户
1013202,1,7,7,0,高价值忠诚用户
1013209,1,7,7,0,高价值忠诚用户
101321,2,1,1,2,活跃潜力用户
1013232,5,2,2,1,早期沉睡用户
1013238,2,2,2,2,活跃潜力用户
1013240,2,2,2,2,活跃潜力用户
1013254,4,1,1,2,活跃潜力用户
101326,5,1,1,1,早期沉睡用户
1013265,1,3,3,2,活跃潜力用户
1013276,2,1,1,2,活跃潜力用户
1013277,1,1,1,2,活跃潜力用户
1013291,1,3,3,2,活跃潜力用户
1013305,1,2,2,2,活跃潜力用户
1013311,6,3,3,1,早期沉睡用户
1013313,9,1,1,1,早期沉睡用户
1013317,3,4,4,2,活跃潜力用户
1013323,2,2,2,2,活跃潜力用户
1013336,2,3,2,2,活跃潜力用户
1013338,1,7,7,0,高价值忠诚用户
1013343,4,4,3,2,活跃潜力用户
101335,2,2,2,2,活跃潜力用户
1013355,9,1,1,1,早期沉睡用户
1013359,1,3,3,2,活跃潜力用户
1013362,7,1,1,1,早期沉睡用户
1013364,3,4,4,2,活跃潜力用户
1013365,1,2,2,2,活跃潜力用户
1013366,8,1,1,1,早期沉睡用户
1013370,5,2,2,1,早期沉睡用户
1013376,2,2,2,2,活跃潜力用户
1013381,1,17,11,0,高价值忠诚用户
101339,2,2,2,2,活跃潜力用户
1013396,1,2,2,2,活跃潜力用户
101340,6,1,1,1,早期沉睡用户
1013423,5,1,1,1,早期沉睡用户
101343,9,2,2,1,早期沉睡用户
1013445,4,2,2,2,活跃潜力用户
101345,8,1,1,1,早期沉睡用户
1013456,7,1,1,1,早期沉睡用户
1013492,1,2,2,2,活跃潜力用户
1013494,1,2,2,2,活跃潜力用户
1013497,1,3,2,2,活跃潜力用户
10135,2,1,1,2,活跃潜力用户
1013501,3,1,1,2,活跃潜力用户
1013511,9,1,1,1,早期沉睡用户
101352,8,1,1,1,早期沉睡用户
1013525,3,5,5,0,高价值忠诚用户
1013526,2,2,2,2,活跃潜力用户
1013531,5,3,3,1,早期沉睡用户
1013559,7,1,1,1,早期沉睡用户
1013563,2,2,2,2,活跃潜力用户
1013574,5,2,2,1,早期沉睡用户
1013579,3,2,2,2,活跃潜力用户
1013581,4,2,2,2,活跃潜力用户
1013582,6,2,2,1,早期沉睡用户
1013585,8,2,2,1,早期沉睡用户
1013586,2,7,7,0,高价值忠诚用户
1013593,1,5,5,0,高价值忠诚用户
1013600,2,2,2,2,活跃潜力用户
1013606,1,2,2,2,活跃潜力用户
1013611,1,1,1,2,活跃潜力用户
1013615,8,1,1,1,早期沉睡用户
1013619,2,1,1,2,活跃潜力用户
1013635,6,1,1,1,早期沉睡用户
1013649,2,1,1,2,活跃潜力用户
1013652,2,2,2,2,活跃潜力用户
1013655,5,2,2,1,早期沉睡用户
1013678,2,2,2,2,活跃潜力用户
1013687,2,2,2,2,活跃潜力用户
1013690,4,4,4,2,活跃潜力用户
1013691,3,3,3,2,活跃潜力用户
1013697,2,4,3,2,活跃潜力用户
1013702,1,2,1,2,活跃潜力用户
1013706,5,3,3,1,早期沉睡用户
1013709,4,5,5,0,高价值忠诚用户
1013711,7,2,2,1,早期沉睡用户
1013712,9,1,1,1,早期沉睡用户
1013728,2,6,4,0,高价值忠诚用户
1013742,5,3,3,1,早期沉睡用户
1013747,4,8,8,0,高价值忠诚用户
1013754,9,1,1,1,早期沉睡用户
1013765,2,4,4,2,活跃潜力用户
1013773,9,1,1,1,早期沉睡用户
1013774,6,1,1,1,早期沉睡用户
1013775,6,2,2,1,早期沉睡用户
1013785,5,2,2,1,早期沉睡用户
1013787,2,3,3,2,活跃潜力用户
101381,1,14,13,0,高价值忠诚用户
1013822,1,2,2,2,活跃潜力用户
1013829,4,2,2,2,活跃潜力用户
1013830,4,3,3,2,活跃潜力用户
1013835,8,1,1,1,早期沉睡用户
1013844,5,1,1,1,早期沉睡用户
1013847,6,5,4,1,早期沉睡用户
1013875,1,2,2,2,活跃潜力用户
1013877,1,1,1,2,活跃潜力用户
1013889,1,14,14,0,高价值忠诚用户
1013893,2,3,3,2,活跃潜力用户
1013898,5,1,1,1,早期沉睡用户
10139,5,1,1,1,早期沉睡用户
1013907,6,1,1,1,早期沉睡用户
101391,5,2,2,1,早期沉睡用户
1013911,8,3,3,1,早期沉睡用户
101392,2,3,3,2,活跃潜力用户
1013920,2,1,1,2,活跃潜力用户
1013929,6,5,4,1,早期沉睡用户
101393,2,1,1,2,活跃潜力用户
1013933,3,6,6,0,高价值忠诚用户
1013934,6,1,1,1,早期沉睡用户
1013938,4,1,1,2,活跃潜力用户
101394,2,3,3,2,活跃潜力用户
1013942,4,2,2,2,活跃潜力用户
1013943,1,8,6,0,高价值忠诚用户
1013955,6,1,1,1,早期沉睡用户
1013961,1,3,3,2,活跃潜力用户
1013967,1,2,2,2,活跃潜力用户
1013980,8,3,3,1,早期沉睡用户
1013991,1,1,1,2,活跃潜力用户
101402,4,1,1,2,活跃潜力用户
1014022,2,6,6,0,高价值忠诚用户
1014025,5,1,1,1,早期沉睡用户
1014032,2,2,2,2,活跃潜力用户
1014034,3,1,1,2,活跃潜力用户
1014035,3,6,6,0,高价值忠诚用户
1014043,5,1,1,1,早期沉睡用户
1014045,1,3,3,2,活跃潜力用户
1014046,2,2,1,2,活跃潜力用户
1014048,2,5,5,0,高价值忠诚用户
1014055,1,5,5,0,高价值忠诚用户
1014059,2,3,3,2,活跃潜力用户
1014064,6,3,3,1,早期沉睡用户
1014069,1,1,1,2,活跃潜力用户
1014072,1,4,4,2,活跃潜力用户
1014088,7,1,1,1,早期沉睡用户
1014096,7,1,1,1,早期沉睡用户
1014108,6,3,2,1,早期沉睡用户
1014114,3,2,2,2,活跃潜力用户
101413,1,1,1,2,活跃潜力用户
1014150,9,2,1,1,早期沉睡用户
1014152,2,2,2,2,活跃潜力用户
1014153,7,1,1,1,早期沉睡用户
1014154,4,6,6,0,高价值忠诚用户
1014156,2,2,2,2,活跃潜力用户
1014166,7,4,4,1,早期沉睡用户
